Country Name,Month,Year,Growth rate of vaccine,Difference of growth rate to global average
Dominica,10,2022,0.5760743321718932,-3.2710976188633065
Dominican Republic,03,2021,9.278947675436038,5.431775724400838
Dominican Republic,04,2021,1.142915817913325,-2.704256133121875
Dominican Republic,05,2021,2.3039648017899292,-1.5432071492452706
Dominican Republic,06,2021,1.537483649227608,-2.3096883018075918
Dominican Republic,07,2021,0.6589077624664349,-3.188264188568765
Dominican Republic,08,2021,0.47086770470238504,-3.376304246332815
Dominican Republic,09,2021,0.7424606320969145,-3.1047113189382856
Dominican Republic,10,2021,1.7322001105583196,-2.1149718404768802
Dominican Republic,11,2021,0.41392761647296317,-3.4332443345622368
Dominican Republic,12,2021,0.4905309765366245,-3.3566409744985752
Dominican Republic,01,2022,2.1628288161530596,-1.6843431348821403
Dominican Republic,02,2022,1.1195755226635156,-2.727596428371684
Dominican Republic,03,2022,0.38284827130320875,-3.464323679731991
Dominican Republic,04,2022,0.4340529742102478,-3.413118976824952
Dominican Republic,05,2022,0.645224805193599,-3.2019471458416007
Dominican Republic,06,2022,1.5600467358831012,-2.2871252151520984
Dominican Republic,07,2022,0.9812493705538211,-2.865922580481379
Dominican Republic,08,2022,0.8112077530132903,-3.0359641980219094
Dominican Republic,09,2022,0.8209508944651218,-3.026221056570078
Dominican Republic,10,2022,0.8281719272397574,-3.019000023795442
Dominican Republic,11,2022,0.7906058882093585,-3.0565660628258415
Dominican Republic,12,2022,0.8972575863271712,-2.949914364708029
Dominican Republic,01,2023,0.9069658256937408,-2.940206125341459
Dominican Republic,02,2023,0.874856857621047,-2.972315093414153
Dominican Republic,03,2023,0.9146727278311884,-2.9324992232040117
Dominican Republic,04,2023,0.818976236529428,-3.028195714505772
Dominican Republic,05,2023,0.571393280632411,-3.2757786704027887
Dominican Republic,06,2023,1.2717840763852342,-2.575387874649966
Dominican Republic,07,2023,1.6554126172686927,-2.191759333766507
Dominican Republic,08,2023,0.8873898305084745,-2.959782120526725
Dominican Republic,09,2023,0.572859348402676,-3.2743126026325236
Dominican Republic,10,2023,0.9228293664096547,-2.924342584625545
Dominican Republic,11,2023,0.9416666666666667,-2.905505284368533
Dominican Republic,12,2023,0.93373699003118,-2.91343496100402
Ecuador,02,2021,1.7786834135043648,-2.0684885375308353
Ecuador,03,2021,6.056467735063744,2.209295784028544
Ecuador,04,2021,2.432337886294583,-1.4148340647406168
Ecuador,05,2021,1.5305983832650394,-2.3165735677701607
Ecuador,06,2021,1.34813173510306,-2.4990402159321397
Ecuador,07,2021,3.610741242850318,-0.23643070818488177
Ecuador,08,2021,1.0177223863583524,-2.8294495646768474
Ecuador,09,2021,0.25296289086674084,-3.594209060168459
Ecuador,10,2021,0.9248267284679355,-2.922345222567264
Ecuador,11,2021,1.5299872857237449,-2.317184665311455
Ecuador,12,2021,0.9401016791657815,-2.9070702718694186
Ecuador,01,2022,1.0302415971739707,-2.8169303538612294
Ecuador,02,2022,0.8619087863304413,-2.9852631647047585
Ecuador,03,2022,0.6178819424358888,-3.2292900085993113
Ecuador,04,2022,0.8932789882628306,-2.953892962772369
Ecuador,05,2022,0.6727505735438708,-3.174421377491329
Ecuador,06,2022,0.8483580459098531,-2.998813905125347
Ecuador,07,2022,1.243943526999959,-2.603228424035241
Ecuador,08,2022,0.8689439206096993,-2.9782280304255004
Ecuador,09,2022,0.7566979565653535,-3.0904739944698463
Ecuador,10,2022,1.0,-2.8471719510352
Ecuador,11,2022,0.9776892732514034,-2.8694826777837963
Ecuador,12,2022,0.6666058651522702,-3.18056608588293
Ecuador,01,2023,0.3488363890734024,-3.4983355619617975
Ecuador,02,2023,0.6657864576170174,-3.1813854934181824
Ecuador,03,2023,0.7458308820881008,-3.1013410689470993
Egypt,02,2021,14.841682974559687,10.994511023524487
Egypt,03,2021,1.4874778521971876,-2.359694098838012
Egypt,04,2021,6.3999064586815875,2.5527345076463877
Egypt,05,2021,1.9782037951650637,-1.868968155870136
Egypt,06,2021,1.2043781477448872,-2.6427938032903127
Egypt,07,2021,0.6376781245631683,-3.2094938264720314
Egypt,08,2021,2.8574793614161815,-0.9896925896190183
Egypt,09,2021,2.236766190660489,-1.6104057603747108
Egypt,10,2021,1.4467263771921441,-2.4004455738430557
Egypt,11,2021,1.135423255997333,-2.711748695037867
Egypt,12,2021,1.1633494500341188,-2.6838225010010808
Egypt,01,2022,0.6788210444303808,-3.168350906604819
Egypt,02,2022,0.6471948498525156,-3.199977101182684
Egypt,03,2022,1.144804242236541,-2.7023677087986586
Egypt,04,2022,0.49522783773075374,-3.3519441133044463
Egypt,05,2022,0.8578124690357581,-2.9893594819994416
Egypt,06,2022,1.8195012052732145,-2.027670745761985
Egypt,07,2022,0.7848939230256758,-3.062278028009524
Egypt,08,2022,0.4804527220502871,-3.3667192289849126
Egypt,09,2022,0.5890801731242852,-3.2580917779109146
Egypt,10,2022,1.2102389491846846,-2.6369330018505153
Egypt,11,2022,0.3279943224657027,-3.519177628569497
Egypt,12,2022,0.6009517700772093,-3.2462201809579905
Egypt,01,2023,1.713731558997573,-2.1334403920376266
Egypt,02,2023,11.160258818005751,7.313086866970551
Egypt,03,2023,1.2887684120639509,-2.558403538971249
Egypt,04,2023,0.32784095847392064,-3.519330992561279
Egypt,05,2023,0.27559009892121183,-3.571581852113988
El Salvador,03,2021,1.3778675582009998,-2.4693043928342
El Salvador,04,2021,11.948703569307911,8.10153161827271
El Salvador,05,2021,1.3836806887665332,-2.4634912622686667
El Salvador,06,2021,0.870697549709153,-2.9764744013260467
El Salvador,07,2021,1.5701676654829655,-2.277004285552234
El Salvador,08,2021,1.339028269387324,-2.5081436816478755
El Salvador,09,2021,0.6880724040046556,-3.1590995470305443
El Salvador,10,2021,0.8013942114783996,-3.0457777395568
El Salvador,11,2021,0.61558619348491,-3.23158575755029
El Salvador,12,2021,0.7081652511840169,-3.139006699851183
El Salvador,01,2022,0.7935754855318395,-3.05359646550336
El Salvador,02,2022,0.6669711411565483,-3.1802008098786514
El Salvador,03,2022,1.0859044042820065,-2.761267546753193
El Salvador,04,2022,0.8175720055868031,-3.0295999454483966
El Salvador,05,2022,0.5886682079778628,-3.258503743057337
El Salvador,06,2022,1.018896682706503,-2.8282752683286967
El Salvador,07,2022,1.4101733126673242,-2.436998638367876
El Salvador,08,2022,0.3985928286938247,-3.4485791223413753
El Salvador,09,2022,1.0,-2.8471719510352
El Salvador,10,2022,1.0,-2.8471719510352
England,02,2021,1.3572220984754837,-2.4899498525597163
England,03,2021,1.1428398684419077,-2.704332082593292
England,04,2021,0.9795276083834922,-2.8676443426517078
England,05,2021,1.1763025981759168,-2.670869352859283
England,06,2021,0.8196464297174875,-3.0275255213177124
England,07,2021,0.5461173327447005,-3.3010546182904994
England,08,2021,0.847207672239564,-2.9999642787956358
England,09,2021,0.5488197897817993,-3.2983521612534004
England,10,2021,2.62370720197024,-1.2234647490649597
England,11,2021,1.3528980292480364,-2.4942739217871637
England,12,2021,1.4213371014663934,-2.4258348495688065
England,01,2022,0.3127736509694732,-3.5343983000657264
England,02,2022,0.3607430302805131,-3.486428920754687
England,03,2022,1.0908379419460486,-2.7563340090891515
England,04,2022,1.757252870459028,-2.0899190805761716
England,05,2022,0.6485710940916205,-3.198600856943579
England,06,2022,0.48087293825178556,-3.366299012783414
England,07,2022,0.8708127727413052,-2.9763591782938947
England,08,2022,0.5520140796683699,-3.29515787136683
England,09,2022,7.861565593724642,4.014393642689441
England,10,2022,2.2771834030132103,-1.5699885480219895
England,11,2022,0.47120844251676897,-3.375963508518431
England,12,2022,0.2235917037499473,-3.6235802472852523
England,01,2023,0.3753749528605977,-3.471796998174602
England,02,2023,0.5458070562766277,-3.301364894758572
England,03,2023,0.10288388732208895,-3.744288063713111
England,04,2023,111.31186918522695,107.46469723419176
England,05,2023,0.9217846382595767,-2.925387312775623
England,06,2023,0.4067533899239334,-3.4404185611112665
England,07,2023,0.034213129914025996,-3.812958821121174
Equatorial Guinea,04,2021,4.987482161060143,1.1403102100249431
Equatorial Guinea,05,2021,2.214650609802869,-1.632521341232331
Equatorial Guinea,06,2021,0.32530498232812677,-3.521866968707073
Equatorial Guinea,07,2021,0.902587258447645,-2.9445846925875547
Equatorial Guinea,08,2021,0.9811361251550129,-2.866035825880187
Equatorial Guinea,09,2021,1.1465429556674689,-2.700628995367731
Equatorial Guinea,10,2021,0.7767338464442254,-3.0704381045909743
Equatorial Guinea,11,2021,0.4433511385999438,-3.403820812435256
Equatorial Guinea,12,2021,0.4750186428038777,-3.372153308231322
Equatorial Guinea,01,2022,0.6393976393976394,-3.2077743116375603
Equatorial Guinea,02,2022,1.3643192488262912,-2.4828527022089086
Equatorial Guinea,03,2022,1.5521752357773044,-2.2949967152578954
Equatorial Guinea,04,2022,0.5345317895592119,-3.312640161475988
Equatorial Guinea,05,2022,0.18536139066788654,-3.6618105603673134
Equatorial Guinea,06,2022,5.8902589395807645,2.0430869885455647
Equatorial Guinea,07,2022,0.9290796478296478,-2.918092303205552
Estonia,01,2021,2.8227878857175526,-1.0243840653176473
Estonia,02,2021,2.4162139718348845,-1.4309579792003153
Estonia,03,2021,1.982414838130666,-1.8647571129045337
Estonia,04,2021,1.1539907868759989,-2.693181164159201
Estonia,05,2021,1.4346505744820746,-2.4125213765531255
Estonia,06,2021,0.9928038262192072,-2.8543681248159927
Estonia,07,2021,0.7287065503827331,-3.118465400652467
Estonia,08,2021,0.7675288608146373,-3.0796430902205625
Estonia,09,2021,0.7527903424778242,-3.0943816085573754
Estonia,10,2021,0.9372385335057427,-2.909933417529457
Estonia,11,2021,1.931617961362428,-1.9155539896727718
Estonia,12,2021,0.7899999474013644,-3.0571720036338355
Estonia,01,2022,0.7842567553966007,-3.062915195638599
Estonia,02,2022,0.3553765733034274,-3.4917953777317723
Estonia,03,2022,0.433318335208099,-3.413853615827101
Estonia,04,2022,0.585437208798353,-3.261734742236847
Estonia,05,2022,0.6800792150508597,-3.1670927359843404
Estonia,06,2022,0.5943188086045229,-3.252853142430677
Estonia,07,2022,1.7831298055178653,-2.064042145517335
Estonia,08,2022,2.872827520076711,-0.9743444309584888
Estonia,09,2022,1.0200017095478247,-2.827170241487375
Estonia,10,2022,0.9928289420675207,-2.854343008967679
Estonia,11,2022,0.7728807835190814,-3.0742911675161184
Estonia,12,2022,0.455386755108591,-3.3917851959266088
Estonia,01,2023,0.7488512696493349,-3.098320681385865
Estonia,02,2023,0.42478184991274,-3.42239010112246
Estonia,03,2023,0.48873793350017875,-3.358434017535021
Estonia,04,2023,0.6382175226586103,-3.2089544283765896
Estonia,05,2023,0.5732410611303345,-3.2739308899048654
Estonia,06,2023,0.4884210526315789,-3.358750898403621
Estonia,07,2023,0.5504201680672269,-3.2967517829679727
Estonia,08,2023,1.9312977099236641,-1.9158742411115357
Estonia,09,2023,4.834008097165992,0.9868361461307917
Estonia,10,2023,10.890749601275918,7.043577650240717
Estonia,11,2023,1.9920570714128116,-1.8551148796223882
Estonia,12,2023,0.4499837550990939,-3.397188195936106
Estonia,01,2024,0.21445863594623926,-3.6327133150889606
Estonia,02,2024,0.331787521079258,-3.515384429955942
Estonia,03,2024,0.29445727482678985,-3.55271467620841
Estonia,04,2024,0.6352459016393442,-3.2119260493958555
Estonia,05,2024,0.8260869565217391,-3.0210849945134606
Estonia,06,2024,0.9921259842519685,-2.8550459667832313
Estonia,07,2024,1.124031007751938,-2.723140943283262
Estonia,08,2024,2.2905555555555557,-1.5566163954796441
Eswatini,04,2021,0.8211035435791136,-3.026068407456086
Eswatini,05,2021,0.08866829712751163,-3.758503653907688
Eswatini,06,2021,2.4493723849372384,-1.3977995660979614
Eswatini,07,2021,2.0523955370816016,-1.7947764139535982
Eswatini,08,2021,7.222270363951473,3.3750984129162735
Eswatini,09,2021,0.34362667867056795,-3.503545272364632
Eswatini,10,2021,0.6251531668568049,-3.222018784178395
Eswatini,11,2021,1.3783099896646351,-2.468861961370565
Eswatini,12,2021,2.1014524540624846,-1.7457194969727152
Eswatini,01,2022,0.809676923622522,-3.0374950274126777
Eswatini,02,2022,0.40112291397732397,-3.446049037057876
Eswatini,03,2022,0.6986123589897175,-3.1485595920454825
Eswatini,04,2022,0.992527711797308,-2.8546442392378917
Eswatini,05,2022,0.10479810445256195,-3.742373846582638
Eswatini,06,2022,63.19302809573361,59.34585614469841
Eswatini,07,2022,0.34829127820027367,-3.498880672834926
Eswatini,08,2022,1.50313047833709,-2.34404147269811
Eswatini,09,2022,0.0828803686456491,-3.764291582389551
Eswatini,10,2022,0.0,-3.8471719510352
Eswatini,11,2022,,
Eswatini,12,2022,,
Eswatini,01,2023,1.1943826702907503,-2.6527892807444493
Eswatini,02,2023,0.3109146952872581,-3.536257255747942
Eswatini,03,2023,1.0821474773609314,-2.765024473674268
Eswatini,04,2023,0.829107505070994,-3.018064445964206
Eswatini,05,2023,2.0068320747932398,-1.84033987624196
Eswatini,06,2023,0.351131221719457,-3.4960407293157427
Ethiopia,05,2021,0.7896587180790188,-3.057513232956181
Ethiopia,06,2021,0.3046285533276492,-3.5425433977075507
Ethiopia,07,2021,0.8885413959656968,-2.958630555069503
Ethiopia,08,2021,1.1534571418557258,-2.693714809179474
Ethiopia,09,2021,5.1532127779215795,1.3060408268863797
Ethiopia,10,2021,0.8342636896388678,-3.012908261396332
Ethiopia,11,2021,3.8711929616172664,0.024021010582066626
Ethiopia,12,2021,0.6365365128921388,-3.2106354381430613
Ethiopia,01,2022,0.04034587420461554,-3.806826076830584
Ethiopia,02,2022,153.186692005378,149.3395200543428
Ethiopia,03,2022,0.36118391669736066,-3.485988034337839
Ethiopia,04,2022,0.15857808602986428,-3.6885938650053354
Ethiopia,05,2022,1.6262809892165038,-2.220890961818696
Ethiopia,06,2022,16.08215208597828,12.23498013494308
Ethiopia,07,2022,0.1853914752157113,-3.6617804758194885
Ethiopia,08,2022,0.061640360806458676,-3.785531590228741
Ethiopia,09,2022,1.0147053625083955,-2.8324665885268043
Ethiopia,10,2022,1.0,-2.8471719510352
Ethiopia,11,2022,1.0,-2.8471719510352
Ethiopia,12,2022,1.0,-2.8471719510352
Ethiopia,01,2023,0.96233656045086,-2.88483539058434
Ethiopia,02,2023,0.8284670365180222,-3.0187049145171776
Ethiopia,03,2023,1.0150267887040965,-2.8321451623311034
Ethiopia,04,2023,1.197921546914264,-2.649250404120936
Ethiopia,05,2023,80.97783775237528,77.13066580134009
Faeroe Islands,02,2021,,
Faeroe Islands,03,2021,1.2029274783765802,-2.6442444726586194
Faeroe Islands,04,2021,2.5523590333716917,-1.2948129176635081
Faeroe Islands,05,2021,1.3658745450652965,-2.4812974059699036
Faeroe Islands,06,2021,1.19446704637917,-2.65270490465603
Faeroe Islands,07,2021,1.1178692108924666,-2.7293027401427334
Faeroe Islands,08,2021,0.44213473107391743,-3.405037219961282
Faeroe Islands,09,2021,0.4689130128295503,-3.3782589382056494
Faeroe Islands,10,2021,0.867561260210035,-2.9796106908251647
Faeroe Islands,11,2021,2.8965877437325904,-0.9505842073026094
Faeroe Islands,12,2021,1.1127053922703078,-2.734466558764892
Faeroe Islands,01,2022,0.8136415230626355,-3.0335304279725643
Faeroe Islands,02,2022,0.18367628780555173,-3.6634956632296483
Falkland Islands,03,2021,0.24762687487158414,-3.599545076163616
Falkland Islands,04,2021,5.012953367875648,1.165781416840448
Fiji,04,2021,10.083231146535867,6.236059195500667
Fiji,05,2021,0.7827966540824636,-3.0643752969527362
Fiji,06,2021,3.703924714352794,-0.1432472366824058
Fiji,07,2021,1.2521064154448351,-2.595065535590365
Fiji,08,2021,0.9988382144188297,-2.84833373661637
Fiji,09,2021,0.8523919772504215,-2.9947799737847784
Fiji,10,2021,0.7893072433259976,-3.0578647077092023
Fiji,11,2021,0.32770902694892895,-3.519462924086271
Fiji,12,2021,0.764034305067463,-3.083137645967737
Fiji,01,2022,0.2091531331295936,-3.638018817905606
Fiji,02,2022,1.1276538201487492,-2.719518130886451
Fiji,03,2022,3.9289927900371424,0.08182083900194259
Fiji,04,2022,3.305780719715031,-0.5413912313201688
Fiji,05,2022,0.23660342083322805,-3.610568530201972
Fiji,06,2022,0.47153933781648477,-3.375632613218715
Fiji,07,2022,1.8202706722189173,-2.0269012788162826
Fiji,08,2022,1.0825947854227191,-2.7645771656124807
Fiji,09,2022,0.23926615343368188,-3.607905797601518
Fiji,10,2022,0.5305098039215687,-3.316662147113631
Fiji,11,2022,0.9803318992009834,-2.8668400518342163
Fiji,12,2022,0.9749698431845597,-2.87220210785064
Fiji,01,2023,0.25334608030592737,-3.5938258707292725
Fiji,02,2023,1.028169014084507,-2.819002936950693
Fiji,03,2023,1.8780788177339902,-1.9690931333012096
Fiji,04,2023,0.4468937875751503,-3.4002781634600496
Fiji,05,2023,0.0,-3.8471719510352
Finland,02,2021,1.8021829334295507,-2.044989017605649
Finland,03,2021,1.6835345706775795,-2.1636373803576205
Finland,04,2021,1.6186109094771879,-2.228561041558012
Finland,05,2021,1.2982374751788004,-2.5489344758563997
Finland,06,2021,1.242166043402918,-2.6050059076322816
Finland,07,2021,0.9359293898878487,-2.9112425611473514
Finland,08,2021,0.9679522041054135,-2.8792197469297864
Finland,09,2021,0.6679649585316145,-3.1792069925035853
Finland,10,2021,0.7108195536279027,-3.136352397407297
Finland,11,2021,0.7508233195114383,-3.0963486315237616
Finland,12,2021,2.039812083371715,-1.807359867663485
Finland,01,2022,1.4408918614729815,-2.4062800895622183
Finland,02,2022,0.5033722647647814,-3.3437996862704185
Finland,03,2022,0.3378450642128767,-3.5093268868223233
Finland,04,2022,0.3024750747120076,-3.5446968763231923
Finland,05,2022,4.167386268623984,0.32021431758878416
Finland,06,2022,0.3804888543200887,-3.466683096715111
Finland,07,2022,1.012651830532285,-2.8345201205029147
Finland,08,2022,2.8436419484391298,-1.00353000259607
Finland,09,2022,0.5739302350139037,-3.273241716021296
Finland,10,2022,0.3460896572935417,-3.501082293741658
Finland,11,2022,2.414400485068971,-1.432771465966229
Finland,12,2022,0.5752092505684842,-3.2719627004667156
Finland,01,2023,0.3289587635733795,-3.5182131874618205
Finland,02,2023,0.7825481011188107,-3.064623849916389
Finland,03,2023,0.40106134578645725,-3.4461106052487427
Finland,04,2023,0.3850140845070423,-3.4621578665281576
Finland,05,2023,0.835639649816436,-3.0115323012187636
Finland,06,2023,0.29065255731922396,-3.556519393715976
Finland,07,2023,0.44642857142857145,-3.400743379606628
Finland,08,2023,2.9418282548476453,-0.9053436961875545
Finland,09,2023,2.3207547169811322,-1.5264172340540676
Finland,10,2023,1.0,-2.8471719510352
Finland,11,2023,14.96260162601626,11.11542967498106
Finland,12,2023,1.6679451505352085,-2.1792268004999915
Finland,01,2024,0.09853857726198152,-3.7486333737732185
France,01,2021,101.4885927364194,97.64142078538421
France,02,2021,2.1792376448776882,-1.6679343061575116
France,03,2021,1.9806911786558492,-1.8664807723793506
France,04,2021,1.6035347251461436,-2.2436372258890565
France,05,2021,1.4191896966080038,-2.427982254427196
France,06,2021,1.191835858697781,-2.6553360923374187
France,07,2021,1.0683935892346783,-2.7787783618005215
France,08,2021,0.7706942225206885,-3.0764777285145115
France,09,2021,0.5401717921033153,-3.3070001589318845
France,10,2021,0.5619029521751732,-3.2852689988600265
France,11,2021,1.3648066708173179,-2.482365280217882
France,12,2021,2.8185039866119324,-1.0286679644232675
France,01,2022,0.7872538702514585,-3.059918080783741
France,02,2022,0.3677298434509967,-3.479442107584203
France,03,2022,0.21535949604417534,-3.6318124549910245
France,04,2022,1.0812291330039627,-2.7659428180312373
France,05,2022,0.9179957325533555,-2.929176218481844
France,06,2022,1.152753542985463,-2.694418408049737
France,07,2022,1.9753924734069068,-1.871779477628293
France,08,2022,0.35088247594493377,-3.496289475090266
France,09,2022,0.7470961866926982,-3.1000757643425016
France,10,2022,1.3780268863967708,-2.469145064638429
France,11,2022,0.9621206033150643,-2.8850513477201356
France,12,2022,1.8513744177968734,-1.9957975332383264
France,01,2023,0.460169842791794,-3.3870021082434056
France,02,2023,0.2834760525237615,-3.563695898511438
France,03,2023,0.33714777846479993,-3.5100241725704
France,04,2023,0.5605414477123284,-3.2866305033228715
France,05,2023,0.5600652857451456,-3.2871066652900542
France,06,2023,0.9672153084437307,-2.879956642591469
France,07,2023,0.6443514644351465,-3.2028204866000536
French Polynesia,03,2021,2.4408897067931274,-1.4062822442420724
French Polynesia,04,2021,1.73674456913415,-2.11042738190105
French Polynesia,05,2021,1.047066518783949,-2.800105432251251
French Polynesia,06,2021,0.9009408640126578,-2.946231087022542
French Polynesia,07,2021,0.7559938837920489,-3.091178067243151
French Polynesia,08,2021,2.7971390897830344,-1.0500328612521654
French Polynesia,09,2021,0.9263119692240691,-2.9208599818111307
French Polynesia,10,2021,0.22758503558911175,-3.6195869154460882
French Polynesia,11,2021,0.9574082136119576,-2.8897637374232423
French Polynesia,12,2021,1.0148185998978028,-2.832353351137397
French Polynesia,01,2022,1.0287179487179487,-2.8184540023172513
French Polynesia,02,2022,0.9374812818209045,-2.9096906692142954
French Polynesia,03,2022,1.3358188720173536,-2.511353079017846
French Polynesia,04,2022,4.152102294935507,0.3049303439003075
French Polynesia,05,2022,0.02369075630252101,-3.823481194732679
French Polynesia,06,2022,0.8242701774470521,-3.022901773588148
French Polynesia,07,2022,1.0,-2.8471719510352
French Polynesia,08,2022,9.491935483870968,5.644763532835768
French Polynesia,09,2022,0.8397271952259164,-3.007444755809283
French Polynesia,10,2022,1.0,-2.8471719510352
French Polynesia,11,2022,0.2577834179357022,-3.5893885330994975
French Polynesia,12,2022,0.7253205128205128,-3.121851438214687
French Polynesia,01,2023,1.0,-2.8471719510352
French Polynesia,02,2023,0.19275929549902152,-3.6544126555361784
French Polynesia,03,2023,0.396709323583181,-3.4504626274520187
French Polynesia,04,2023,1.0,-2.8471719510352
French Polynesia,05,2023,1.0,-2.8471719510352
Gabon,04,2021,10.901234567901234,7.054062616866034
Gabon,05,2021,1.2062330894879247,-2.640938861547275
Gabon,06,2021,2.6874522130660097,-1.1597197379691901
Gabon,07,2021,1.1850766318617574,-2.662095319173442
Gabon,08,2021,1.1182759858468796,-2.72889596518832
Gabon,09,2021,1.021059349074665,-2.826112601960535
Gabon,10,2021,1.003483282535463,-2.8436886684997367
Gabon,11,2021,1.6189564495294335,-2.2282155015057663
Gabon,12,2021,1.9481523804461924,-1.8990195705890074
Gabon,01,2022,0.5711481302274141,-3.2760238208077856
Gabon,02,2022,0.32634793875770157,-3.5208240122774983
Gabon,03,2022,0.13012359472103904,-3.717048356314161
Gabon,04,2022,1.572922399559714,-2.274249551475486
Gabon,05,2022,0.41642127143599517,-3.4307506795992047
Gabon,06,2022,3.709842351938645,-0.13732959909655484
Gabon,07,2022,0.18548478979150052,-3.6616871612436994
Gabon,08,2022,0.33102580239144114,-3.5161461486437586
Gabon,09,2022,0.0,-3.8471719510352
Gabon,10,2022,,
Gabon,11,2022,183.53333333333333,179.68616138229814
Gabon,12,2022,0.031462281015373614,-3.8157096700198263
Gabon,01,2023,0.0,-3.8471719510352
Gabon,02,2023,,
Gambia,04,2021,1.8630923694779116,-1.9840795815572883
Gambia,05,2021,0.4071983491138626,-3.4399736019213374
Gambia,06,2021,2.1230962474485793,-1.7240757035866205
Gambia,07,2021,3.5170058139534883,-0.3301661370817115
Gambia,08,2021,1.9949971992041877,-1.852174751831012
Gambia,09,2021,0.14502147128466508,-3.702150479750535
Gambia,10,2021,3.535395874916833,-0.3117760761183668
Gambia,11,2021,0.15800688723578318,-3.6891650637994164
Gambia,12,2021,3.0040735567970205,-0.8430983942381793
Gambia,01,2022,2.102729727757098,-1.7444422232781016
Gambia,02,2022,0.7813988285312847,-3.065773122503915
Gambia,03,2022,2.457615350628038,-1.389556600407162
Gambia,04,2022,1.0,-2.8471719510352
Gambia,05,2022,0.9767053626463941,-2.8704665883888056
Gambia,06,2022,0.665578912064105,-3.1815930389710947
Gambia,07,2022,0.026153929893315917,-3.821018021141884
Gambia,08,2022,0.3231009365244537,-3.524071014510746
Gambia,09,2022,0.0,-3.8471719510352
Gambia,10,2022,,
Gambia,11,2022,,
Gambia,12,2022,1.4090909090909092,-2.4380810419442907
Gambia,01,2023,0.8064516129032258,-3.0407203381319743
Gambia,02,2023,0.0,-3.8471719510352
Gambia,03,2023,,
Georgia,04,2021,3.4999339498018496,-0.34723800123335025
Georgia,05,2021,2.418868130072444,-1.4283038209627557
Georgia,06,2021,1.4190725658857979,-2.4280993851494017
Georgia,07,2021,1.5233371215708558,-2.323834829464344
Georgia,08,2021,3.390837341346107,-0.456334609689093
Georgia,09,2021,0.9081039458757282,-2.9390680051594718
Georgia,10,2021,0.3228360963492613,-3.5243358546859387
Georgia,11,2021,0.9814781955201136,-2.8656937555150863
Georgia,12,2021,1.7069119971011284,-2.1402599539340716
Georgia,01,2022,0.6140462141665358,-3.233125736868664
Georgia,02,2022,0.6403016611222367,-3.2068702899129633
Georgia,03,2022,0.3152100933338252,-3.5319618577013747
Georgia,04,2022,0.587090367428004,-3.260081583607196
Georgia,05,2022,0.5470321516900247,-3.300139799345175
Georgia,06,2022,0.7171972509676909,-3.1299747000675087
Georgia,07,2022,1.3025308379413016,-2.544641113093898
Georgia,08,2022,0.7086157615353206,-3.1385561894998792
Georgia,09,2022,0.6139301101005266,-3.2332418409346735
Georgia,10,2022,1.0,-2.8471719510352
Germany,01,2021,2.344210019379498,-1.502961931655702
Germany,02,2021,1.792477776977669,-2.0546941740575306
Germany,03,2021,1.8882104385184952,-1.9589615125167046
Germany,04,2021,1.9481423420081103,-1.8990296090270895
Germany,05,2021,1.4934790085898884,-2.3536929424453117
Germany,06,2021,1.1510901368060367,-2.696081814229163
Germany,07,2021,0.7290920935416397,-3.11807985749356
Germany,08,2021,0.5641480061349693,-3.2830239449002305
Germany,09,2021,0.6110953259614262,-3.236076625073774
Germany,10,2021,0.7279067872434322,-3.1192651637917677
Germany,11,2021,2.549890356180056,-1.2972815948551437
Germany,12,2021,2.3432603718659504,-1.5039115791692494
Germany,01,2022,0.5726191472741998,-3.274552803761
Germany,02,2022,0.3867627274306338,-3.4604092236045663
Germany,03,2022,0.5925872131265081,-3.254584737908692
Germany,04,2022,0.6690648527228932,-3.1781070983123065
Germany,05,2022,0.6291579540943305,-3.2180139969408694
Germany,06,2022,0.6004060281771575,-3.2467659228580423
Germany,07,2022,1.1737206579756732,-2.673451293059527
Germany,08,2022,0.6979805470777831,-3.149191403957417
Germany,09,2022,1.2211581686896134,-2.6260137823455865
Germany,10,2022,2.615656238814665,-1.231515712220535
Germany,11,2022,0.8989711673111759,-2.948200783724024
Germany,12,2022,0.46684625092779386,-3.380325700107406
Germany,01,2023,0.3835683227905807,-3.463603628244619
Germany,02,2023,0.4384683098591549,-3.4087036411760447
Germany,03,2023,0.4922235617390549,-3.354948389296145
Germany,04,2023,0.9240105471411783,-2.9231614038940217
Ghana,03,2021,,
Ghana,04,2021,0.5171397816592467,-3.3300321693759534
Ghana,05,2021,0.6876311787550115,-3.1595407722801885
Ghana,06,2021,0.828381932532876,-3.0187900185023238
Ghana,07,2021,0.41190001365933615,-3.435271937375864
Ghana,08,2021,2.1919350350375675,-1.6552369159976323
Ghana,09,2021,2.1563267740011924,-1.6908451770340074
Ghana,10,2021,2.803868242729952,-1.0433037083052477
Ghana,11,2021,0.589505557841967,-3.257666393193233
Ghana,12,2021,6.674474727289613,2.8273027762544136
Ghana,01,2022,0.6455862374802845,-3.2015857135549153
Ghana,02,2022,0.6279000895208103,-3.2192718615143896
Ghana,03,2022,0.22815800543982634,-3.6190139455953734
Ghana,04,2022,0.008597006560346683,-3.838574944474853
Ghana,05,2022,918.1845168800932,914.337344929058
Ghana,06,2022,0.33406637712599074,-3.513105573909209
Ghana,07,2022,0.9825920820068039,-2.864579869028396
