Country Name,Month,Source Name (URL,Total Administered Vaccines
China,08/2021,http://www.nhc.gov.cn/jkj/s7915/202108/58fdf39d51a745e3a8a0a4eb98d96984.shtml,112998000
China,08/2021,http://www.nhc.gov.cn/jkj/s7915/202108/5f13b4539acc4276bbb9cfd9dfa5bec8.shtml,138565000
China,08/2021,http://www.nhc.gov.cn/jkj/s7915/202108/60c5f536c898462b83264bb719699e16.shtml,72285000
China,08/2021,http://www.nhc.gov.cn/jkj/s7915/202108/70501814de9345ad9e9ae4083d1e2f3e.shtml,277427000
China,08/2021,http://www.nhc.gov.cn/jkj/s7915/202108/7191e83058b24d79b7104c3b716e94aa.shtml,88253000
China,08/2021,http://www.nhc.gov.cn/jkj/s7915/202108/7da864e2bc3541b8b9562646ff797ccd.shtml,292366000
China,08/2021,http://www.nhc.gov.cn/jkj/s7915/202108/838eac7e251d4513aa985f158add89d3.shtml,230600000
China,08/2021,http://www.nhc.gov.cn/jkj/s7915/202108/86bf5cbbf91e490bbb484244a190092a.shtml,125522000
China,08/2021,http://www.nhc.gov.cn/jkj/s7915/202108/8b14279dd96d4bb2a84000b4969c08e3.shtml,38829000
China,08/2021,http://www.nhc.gov.cn/jkj/s7915/202108/9044b294e03a417b9be06665a6bc4478.shtml,19156000
China,08/2021,http://www.nhc.gov.cn/jkj/s7915/202108/9123f8d095304c48b4843dc80185ea9d.shtml,217746000
China,08/2021,http://www.nhc.gov.cn/jkj/s7915/202108/9ec02a8bf9954af2a8ca452e18a1136c.shtml,150711000
China,08/2021,http://www.nhc.gov.cn/jkj/s7915/202108/afb009eb54eb4fff86c9d9595ecb74f3.shtml,242892000
China,08/2021,http://www.nhc.gov.cn/jkj/s7915/202108/be52c13a94d94568bd87db40f9c4222e.shtml,306211000
China,08/2021,http://www.nhc.gov.cn/jkj/s7915/202108/d2b1143179fb48d883be03a8b1b97398.shtml,266342000
China,08/2021,http://www.nhc.gov.cn/jkj/s7915/202108/dd50de9b920b43268d5f61d8d90e79d9.shtml,318906000
China,08/2021,http://www.nhc.gov.cn/jkj/s7915/202108/e20e290678ea4c7dadd8d80a3a303a1a.shtml,0
China,08/2021,http://www.nhc.gov.cn/jkj/s7915/202108/e2e021c2b8d04516a08477ae34499262.shtml,100777000
China,08/2021,http://www.nhc.gov.cn/jkj/s7915/202108/f18691e9a2c9474485557d80f4dad093.shtml,174855000
China,08/2021,http://www.nhc.gov.cn/jkj/s7915/202108/fc4d2595279f4158960e5e988c85a4c2.shtml,350022000
China,08/2021,http://www.nhc.gov.cn/jkj/s7915/202109/532ea949181e44988d3765a775bb170b.shtml,398062000
China,08/2021,http://www.nhc.gov.cn/xcs/s3574/202108/6c77e46253b84b1f9cca2d5aa4a0f76b.shtml,162923000
China,08/2021,http://www.nhc.gov.cn/xcs/s3574/202108/f211dd79672642b7908ffb7575d020a1.shtml,334387000
India,08/2021,https://dashboard.cowin.gov.in/,172575586
India,08/2021,https://www.mohfw.gov.in/,71622651
Ireland,08/2021,https://covid19ireland-geohive.hub.arcgis.com/,906371
United States,08/2021,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,24051652
Bonaire Sint Eustatius and Saba,09/2021,https://www.rivm.nl/sites/default/files/2021-09/COVID-19_website_rapport_eilanden_engels_35_20210902_1409.pdf,
China,09/2021,http://www.gov.cn/xinwen/2021-09/19/content_5638418.htm,106454000
China,09/2021,http://www.nhc.gov.cn/jkj/s7915/202109/152d7277c1e6453a958d79e8fb6b9fb0.shtml,110049000
China,09/2021,http://www.nhc.gov.cn/jkj/s7915/202109/2341f6772efa4aa2add3da106b476b40.shtml,135596000
China,09/2021,http://www.nhc.gov.cn/jkj/s7915/202109/2a0090fd9a6748d189492ab91238cefc.shtml,98090000
China,09/2021,http://www.nhc.gov.cn/jkj/s7915/202109/3400c574c9f9499dbe0c41a3e33a0bec.shtml,141332000
China,09/2021,http://www.nhc.gov.cn/jkj/s7915/202109/374bf3ef36b247839601f1c191c8644b.shtml,32798000
China,09/2021,http://www.nhc.gov.cn/jkj/s7915/202109/39c6d2db749a485a94ad6e09714da9ed.shtml,113397000
China,09/2021,http://www.nhc.gov.cn/jkj/s7915/202109/3b6d005cb9994f1eb67cb0c5467e39b9.shtml,24585000
China,09/2021,http://www.nhc.gov.cn/jkj/s7915/202109/3d3b819d5f574099bb42faf327ae35c3.shtml,62244000
China,09/2021,http://www.nhc.gov.cn/jkj/s7915/202109/3dfd6315f9234a9da1622d2cd68df98f.shtml,39856000
China,09/2021,http://www.nhc.gov.cn/jkj/s7915/202109/47aad44bd9b54b59a33d29f7f7c2ca9e.shtml,84931000
China,09/2021,http://www.nhc.gov.cn/jkj/s7915/202109/503b98eecf244838a21e4e4eb469554b.shtml,115015000
China,09/2021,http://www.nhc.gov.cn/jkj/s7915/202109/7d80233c5449497b9f5cb6e95390478a.shtml,67651000
China,09/2021,http://www.nhc.gov.cn/jkj/s7915/202109/8c4dcdd82704486d960ae950c66d234f.shtml,102428000
China,09/2021,http://www.nhc.gov.cn/jkj/s7915/202109/8cd99c22fea74ebbafbe22f48ff55601.shtml,8839000
China,09/2021,http://www.nhc.gov.cn/jkj/s7915/202109/93a6f1a21cd743d483671f100fee0f71.shtml,118994000
China,09/2021,http://www.nhc.gov.cn/jkj/s7915/202109/98620aac1d6b4738887c0d7b00744578.shtml,17061000
China,09/2021,http://www.nhc.gov.cn/jkj/s7915/202109/99ddec2270f4490d8ae2f7025ac6c796.shtml,56993000
China,09/2021,http://www.nhc.gov.cn/jkj/s7915/202109/b298913d782f4370b9ffd8ea22126a45.shtml,51436000
China,09/2021,http://www.nhc.gov.cn/jkj/s7915/202109/cfa7777b053f4e1ba3d64022699fe7d7.shtml,126878000
China,09/2021,http://www.nhc.gov.cn/jkj/s7915/202109/d668f6cf750b4a9784378da18d9985f4.shtml,132613000
China,09/2021,http://www.nhc.gov.cn/jkj/s7915/202109/d8630c2ef53347b58a1fe8639ca8cef7.shtml,130100000
China,09/2021,http://www.nhc.gov.cn/jkj/s7915/202109/db13ecdcd1e74b66972d86c270491039.shtml,89349000
China,09/2021,http://www.nhc.gov.cn/jkj/s7915/202109/eb87e72f753b4ba3a45004330c1b6a97.shtml,80531000
China,09/2021,http://www.nhc.gov.cn/jkj/s7915/202109/ed4ffd35fcb6490381cfb357f68f35a2.shtml,74991000
China,09/2021,http://www.nhc.gov.cn/jkj/s7915/202109/ffa7ab09eada4bf784df35a060c2af05.shtml,123203000
China,09/2021,http://www.nhc.gov.cn/jkj/s7915/202110/74fa8f4493914a65b9b01acdaca4f925.shtml,143863000
China,09/2021,http://www.nhc.gov.cn/xcs/s3574/202109/14271f3eb33145058725fa9bd50af537.shtml,138465000
China,09/2021,http://www.nhc.gov.cn/xcs/s3574/202109/8b207c33c04145e4942ff946b53adc7c.shtml,45494000
China,09/2021,http://www.nhc.gov.cn/xcs/s3574/202109/f89d117481b24572a346c19fde76a396.shtml,93839000
India,09/2021,https://dashboard.cowin.gov.in/,241626067
Ireland,09/2021,https://covid19ireland-geohive.hub.arcgis.com/,370090
United States,09/2021,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,22774640
China,10/2021,http://www.nhc.gov.cn/jkj/s7915/202110/1fca4cdedd084cde8de3089fd51fa254.shtml,13298000
China,10/2021,http://www.nhc.gov.cn/jkj/s7915/202110/25530d3867cd460bb4ea24c2f8f14c39.shtml,30812000
China,10/2021,http://www.nhc.gov.cn/jkj/s7915/202110/3d6c94230b0e452488444c747218739f.shtml,2358000
China,10/2021,http://www.nhc.gov.cn/jkj/s7915/202110/3fc297a34a4b480885a5cc5197f8883b.shtml,5357000
China,10/2021,http://www.nhc.gov.cn/jkj/s7915/202110/476396af826b4fac956209e5082cd552.shtml,36482000
China,10/2021,http://www.nhc.gov.cn/jkj/s7915/202110/6302b23e07554c1d939e271f8dda70c4.shtml,34011000
China,10/2021,http://www.nhc.gov.cn/jkj/s7915/202110/7a19b9a6254c443f94944193a6f85139.shtml,21890000
China,10/2021,http://www.nhc.gov.cn/jkj/s7915/202110/7a8fdaa2dfa34acc84663488cf892c99.shtml,42046000
China,10/2021,http://www.nhc.gov.cn/jkj/s7915/202110/86b07bea84b544acb274a7e0520c4150.shtml,39133000
China,10/2021,http://www.nhc.gov.cn/jkj/s7915/202110/9b878825392d4732b256971b36456eaa.shtml,17006000
China,10/2021,http://www.nhc.gov.cn/jkj/s7915/202110/9d6d4c32ea09463c95043228634a233a.shtml,19882000
China,10/2021,http://www.nhc.gov.cn/jkj/s7915/202110/a214158950c44e8a8267f3de229aed20.shtml,28344000
China,10/2021,http://www.nhc.gov.cn/jkj/s7915/202110/a56e84ee264f44e99051cf1371fb9dfc.shtml,56156000
China,10/2021,http://www.nhc.gov.cn/jkj/s7915/202110/aa8c8f586ea84c81bd6b0fec842724e1.shtml,11875000
China,10/2021,http://www.nhc.gov.cn/jkj/s7915/202110/b126dbedadf6447ca2aac7709a9f4a47.shtml,4176000
China,10/2021,http://www.nhc.gov.cn/jkj/s7915/202110/b3f0ba747c43439b9b1f382559fd6343.shtml,9039000
China,10/2021,http://www.nhc.gov.cn/jkj/s7915/202110/b8d0abe4d1454482889829db14e0bd5c.shtml,0
China,10/2021,http://www.nhc.gov.cn/jkj/s7915/202110/c0f1a3623c704a209bac7ffa60ff73fb.shtml,6620000
China,10/2021,http://www.nhc.gov.cn/jkj/s7915/202110/c19ce13b72244dadb0d884d4a36bd27f.shtml,3222000
China,10/2021,http://www.nhc.gov.cn/jkj/s7915/202110/cc400c2654ac4533ac11299868bb6e64.shtml,1485000
China,10/2021,http://www.nhc.gov.cn/jkj/s7915/202110/d0d4cd74d15c4f7ab270fe33296567d9.shtml,7922000
China,10/2021,http://www.nhc.gov.cn/jkj/s7915/202110/d43226f89b3f4977813f35bd6b9acd2b.shtml,24020000
China,10/2021,http://www.nhc.gov.cn/jkj/s7915/202110/d93825cbfc1c49b9b3b8ef0706a5d147.shtml,10460000
China,10/2021,http://www.nhc.gov.cn/jkj/s7915/202110/dea770617a3340d59838db4bd79054f6.shtml,15128000
China,10/2021,http://www.nhc.gov.cn/jkj/s7915/202110/eb10929b0e764535af4a5631ea4f8a73.shtml,18361000
China,10/2021,http://www.nhc.gov.cn/jkj/s7915/202110/f1b6f84479604b4f80c5fab31008e817.shtml,755000
China,10/2021,http://www.nhc.gov.cn/jkj/s7915/202110/f4c4fe9912944c2e826b8376c27dc076.shtml,45378000
China,10/2021,http://www.nhc.gov.cn/jkj/s7915/202110/febf34f3e8ec435cbf8a0070b7885c28.shtml,26119000
China,10/2021,http://www.nhc.gov.cn/jkj/s7915/202111/a533ee03be4648a5858554ab04591ef6.shtml,61866000
China,10/2021,http://www.nhc.gov.cn/xcs/s3574/202110/66acdf3ec40b41929944224c65b1d85c.shtml,50020000
China,10/2021,http://www.nhc.gov.cn/xcs/s3574/202110/c8145fa890354d2c96fed651c8e41763.shtml,32521000
India,10/2021,https://dashboard.cowin.gov.in/,169427367
Ireland,10/2021,https://covid19ireland-geohive.hub.arcgis.com/,298948
United States,10/2021,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,28127193
China,11/2021,http://www.nhc.gov.cn/jkj/s7915/202111/01dbf4412d9b4cfa8f85004c6311b743.shtml,89960000
China,11/2021,http://www.nhc.gov.cn/jkj/s7915/202111/15ab6018bf46407b9d12ed2510b5b8b6.shtml,115496000
China,11/2021,http://www.nhc.gov.cn/jkj/s7915/202111/2fc55c2a266145178e4bc8e3d19b03a8.shtml,182545000
China,11/2021,http://www.nhc.gov.cn/jkj/s7915/202111/309e663a3f614b7b8c2e1e59648debf0.shtml,64421000
China,11/2021,http://www.nhc.gov.cn/jkj/s7915/202111/4753f84882fd49ffa80e2fc9c4db1f20.shtml,168714000
China,11/2021,http://www.nhc.gov.cn/jkj/s7915/202111/4971cd825683438185271869183daba0.shtml,72759000
China,11/2021,http://www.nhc.gov.cn/jkj/s7915/202111/5e687b673afa480da56c01be4259675a.shtml,5350000
China,11/2021,http://www.nhc.gov.cn/jkj/s7915/202111/806a0ebc9df947b7b2ec43a45d88b8c1.shtml,121973000
China,11/2021,http://www.nhc.gov.cn/jkj/s7915/202111/88ce173506994b458b969059b6a17e25.shtml,56654000
China,11/2021,http://www.nhc.gov.cn/jkj/s7915/202111/9004f22459a4479dbfa9e2523c7f864f.shtml,190258000
China,11/2021,http://www.nhc.gov.cn/jkj/s7915/202111/970bf4a0d83c4a71955f4359011248a3.shtml,217969000
China,11/2021,http://www.nhc.gov.cn/jkj/s7915/202111/988b2d7956094548a52e190722e884f3.shtml,163180000
China,11/2021,http://www.nhc.gov.cn/jkj/s7915/202111/98d4e656254346ba918a8c945486d461.shtml,108061000
China,11/2021,http://www.nhc.gov.cn/jkj/s7915/202111/9c463145a8374fc5a09e91a518c71713.shtml,142107000
China,11/2021,http://www.nhc.gov.cn/jkj/s7915/202111/a250f34460a7416ba712e244550a1c62.shtml,81453000
China,11/2021,http://www.nhc.gov.cn/jkj/s7915/202111/b1864983e6e04e8ca2916a5782606e6d.shtml,208823000
China,11/2021,http://www.nhc.gov.cn/jkj/s7915/202111/c0f33ee41a9244278d983234f838db3f.shtml,128825000
China,11/2021,http://www.nhc.gov.cn/jkj/s7915/202111/c30b612914234593a5389edae5953d39.shtml,11882000
China,11/2021,http://www.nhc.gov.cn/jkj/s7915/202111/ccecad98db87436a80a042c176c7b937.shtml,19748000
China,11/2021,http://www.nhc.gov.cn/jkj/s7915/202111/e3117afc766e48ca925f4137c13bafff.shtml,175355000
China,11/2021,http://www.nhc.gov.cn/jkj/s7915/202111/eee0bfbdefd54ad3a9b09957d6e13a6c.shtml,28607000
China,11/2021,http://www.nhc.gov.cn/jkj/s7915/202111/f088a85ef1b24310b02cf7f74196f65f.shtml,156671000
China,11/2021,http://www.nhc.gov.cn/jkj/s7915/202111/f4be32135985483991c7daaa5acb99c7.shtml,198775000
China,11/2021,http://www.nhc.gov.cn/jkj/s7915/202111/f7cec24248b048dab7c8e9ff14fa7027.shtml,135712000
China,11/2021,http://www.nhc.gov.cn/jkj/s7915/202111/ffe30bbabb5b47efb857504da20f63f0.shtml,48030000
China,11/2021,http://www.nhc.gov.cn/jkj/s7915/202112/222ad3cd759c4662a59860c2e89ca584.shtml,233903000
China,11/2021,http://www.nhc.gov.cn/xcs/s3574/202111/019a8b08d32740258899260f15592f40.shtml,148836000
China,11/2021,http://www.nhc.gov.cn/xcs/s3574/202111/28aeb8577b8747ed877f582d50f51035.shtml,37554000
China,11/2021,http://www.nhc.gov.cn/xcs/s3574/202111/4ed1e55f05af44e0a4b2d2fc52b99afe.shtml,98641000
China,11/2021,http://www.nhc.gov.cn/xcs/s3574/202111/53b53f738b8040ed85541b1ac96a58c6.shtml,225741000
India,11/2021,https://dashboard.cowin.gov.in/,174423791
Ireland,11/2021,https://covid19ireland-geohive.hub.arcgis.com/,750610
United States,11/2021,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,42478874
China,12/2021,http://www.jksb.com.cn/html/xinwen/2021/1204/174283.html,16419000
China,12/2021,http://www.news.cn/2021-12/26/c_1128202069.htm,241714000
China,12/2021,http://www.nhc.gov.cn/jkj/s7915/202112/004246ccbad448b89ad1bda3ada40b79.shtml,27044000
China,12/2021,http://www.nhc.gov.cn/jkj/s7915/202112/02052467ced44fe69cba8fbf31293246.shtml,58551000
China,12/2021,http://www.nhc.gov.cn/jkj/s7915/202112/04a5b1c987da4587a6b659f1be9e809e.shtml,157308000
China,12/2021,http://www.nhc.gov.cn/jkj/s7915/202112/04ebed91dfa049368950ae2c62b499ff.shtml,43737000
China,12/2021,http://www.nhc.gov.cn/jkj/s7915/202112/1364a9a797154512b1984e486a617072.shtml,190296000
China,12/2021,http://www.nhc.gov.cn/jkj/s7915/202112/1fb3ea05fc05487b89140ed7aa831f1c.shtml,104810000
China,12/2021,http://www.nhc.gov.cn/jkj/s7915/202112/1fd51af4972146a9a846bafb6ab75be1.shtml,253150000
China,12/2021,http://www.nhc.gov.cn/jkj/s7915/202112/30348af67acf47539e3ad124881793b2.shtml,86323000
China,12/2021,http://www.nhc.gov.cn/jkj/s7915/202112/35451410e9914759bf83c37f8abb8023.shtml,134181000
China,12/2021,http://www.nhc.gov.cn/jkj/s7915/202112/403a2f68899a4fb98c56e46d9e5a1e70.shtml,0
China,12/2021,http://www.nhc.gov.cn/jkj/s7915/202112/50ed46dc4225486f9c3fc188e9db4a39.shtml,51172000
China,12/2021,http://www.nhc.gov.cn/jkj/s7915/202112/679c1906b67b42a596f6cdcdc34343ac.shtml,113824000
China,12/2021,http://www.nhc.gov.cn/jkj/s7915/202112/68ad42c6d64f43ccbf908a71af9512ea.shtml,293738000
China,12/2021,http://www.nhc.gov.cn/jkj/s7915/202112/690b96ef633640bbb0b090832eb27eda.shtml,229497000
China,12/2021,http://www.nhc.gov.cn/jkj/s7915/202112/6b5206025190475b867691434ee1766b.shtml,216369000
China,12/2021,http://www.nhc.gov.cn/jkj/s7915/202112/7dbcf714770d4331a8a6b571e2830a22.shtml,203079000
China,12/2021,http://www.nhc.gov.cn/jkj/s7915/202112/9bbd20f318d84186a6334c48a4af15f5.shtml,95838000
China,12/2021,http://www.nhc.gov.cn/jkj/s7915/202112/a8adbfd47da24d4b8c5f69b5880bedc7.shtml,66360000
China,12/2021,http://www.nhc.gov.cn/jkj/s7915/202112/b0f95553eb824f74a4860f3b2dbc688e.shtml,123679000
China,12/2021,http://www.nhc.gov.cn/jkj/s7915/202112/bf39106662c840faa848a217ecf1bf00.shtml,307038000
China,12/2021,http://www.nhc.gov.cn/jkj/s7915/202112/cb9ffd8e849e4489a0ab751f7eaaafcc.shtml,265489000
China,12/2021,http://www.nhc.gov.cn/jkj/s7915/202112/db462ee568e34beaab9dbc69fa34fe01.shtml,178801000
China,12/2021,http://www.nhc.gov.cn/jkj/s7915/202112/dcf486f78a0f46ef8488dea2cc3728a0.shtml,7983000
China,12/2021,http://www.nhc.gov.cn/jkj/s7915/202112/fa102947e6654971b702df9b6558646f.shtml,36648000
China,12/2021,http://www.nhc.gov.cn/jkj/s7915/202201/ca4bcad1630242aba6b6c9cd9e26de0a.shtml,318952000
China,12/2021,http://www.nhc.gov.cn/xcs/s3574/202112/35901f68c72441abbc7505aec86826aa.shtml,145458000
China,12/2021,http://www.nhc.gov.cn/xcs/s3574/202112/72c7929f82d541c89d846d8a67f35995.shtml,279336000
China,12/2021,http://www.nhc.gov.cn/xcs/s3574/202112/88ce42bf16974ebd8d4b5367cfdd86e5.shtml,75499000
China,12/2021,http://www.nhc.gov.cn/xcs/s3574/202112/bb163e5e345546669130c0a894a91ca1.shtml,167910000
India,12/2021,https://dashboard.cowin.gov.in/,203348246
Ireland,12/2021,https://covid19ireland-geohive.hub.arcgis.com/,1424274
Monaco,12/2021,https://en.gouv.mc/Policy-Practice/Social-Affairs-and-Health/News/Minister-of-State-visits-those-working-to-combat-COVID,
United States,12/2021,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,44426855
Bosnia and Herzegovina,01/2022,https://data.who.int/dashboards/covid19/,
China,01/2022,http://www.nhc.gov.cn/jkj/s7915/202201/08e7053bbd924ac68f62c95773dfc151.shtml,142786000
China,01/2022,http://www.nhc.gov.cn/jkj/s7915/202201/0c08abd489d04d8eb9b50d17bb19229c.shtml,156615000
China,01/2022,http://www.nhc.gov.cn/jkj/s7915/202201/10a28ef9be1e48beaa3202afa43287f2.shtml,126852000
China,01/2022,http://www.nhc.gov.cn/jkj/s7915/202201/12ed35e8f95f47058a2826ad1a123760.shtml,30748000
China,01/2022,http://www.nhc.gov.cn/jkj/s7915/202201/348223221c3b44a29d022bcdaca3ac4c.shtml,158929000
China,01/2022,http://www.nhc.gov.cn/jkj/s7915/202201/35b5348b0ebd4ceea1dd998876496e97.shtml,76980000
China,01/2022,http://www.nhc.gov.cn/jkj/s7915/202201/3b84e036f4c24615857ec5fdf0967c1e.shtml,148211000
China,01/2022,http://www.nhc.gov.cn/jkj/s7915/202201/41fe6208e852432f94aa59381c6b83bd.shtml,52909000
China,01/2022,http://www.nhc.gov.cn/jkj/s7915/202201/43a390868cb84030b24a9af3da1ff448.shtml,105867000
China,01/2022,http://www.nhc.gov.cn/jkj/s7915/202201/48ae26522c1f449c93b17069ac989c2a.shtml,6629000
China,01/2022,http://www.nhc.gov.cn/jkj/s7915/202201/4c9e0a3aac7e429faa544bd698bd1cea.shtml,22292000
China,01/2022,http://www.nhc.gov.cn/jkj/s7915/202201/5942e980b1f94feab09674dadee3ecf5.shtml,92216000
China,01/2022,http://www.nhc.gov.cn/jkj/s7915/202201/5d0572a3b92e4cc093f01c26ce9bdcb3.shtml,0
China,01/2022,http://www.nhc.gov.cn/jkj/s7915/202201/66a1e6d75ed84248949187951461b8ec.shtml,64369000
China,01/2022,http://www.nhc.gov.cn/jkj/s7915/202201/681409df76514c809a08c255e6a042ff.shtml,13956000
China,01/2022,http://www.nhc.gov.cn/jkj/s7915/202201/81a3b6dbe8924060b3598ba7194d750d.shtml,58288000
China,01/2022,http://www.nhc.gov.cn/jkj/s7915/202201/87b647f68b8744cea6c901a964752605.shtml,110577000
China,01/2022,http://www.nhc.gov.cn/jkj/s7915/202201/8b2fbd77036b4803bb48779cc4c1e72a.shtml,132190000
China,01/2022,http://www.nhc.gov.cn/jkj/s7915/202201/8d493478365041eeb4d66c51bb7941ea.shtml,100842000
China,01/2022,http://www.nhc.gov.cn/jkj/s7915/202201/a03f0dea03f247089ea9273fcf686b1a.shtml,70909000
China,01/2022,http://www.nhc.gov.cn/jkj/s7915/202201/a246c8738e9141b2ab10d54e9c8ae126.shtml,137377000
China,01/2022,http://www.nhc.gov.cn/jkj/s7915/202201/b70c608c14fa44879541fe532a7587cf.shtml,96363000
China,01/2022,http://www.nhc.gov.cn/jkj/s7915/202201/c9cf46411f724cb9a633a27c521a2283.shtml,123101000
China,01/2022,http://www.nhc.gov.cn/jkj/s7915/202201/dc70eac469d04610968e830a97c63675.shtml,82429000
China,01/2022,http://www.nhc.gov.cn/jkj/s7915/202201/f8311b9659414e85b4ef9ac898720673.shtml,114949000
China,01/2022,http://www.nhc.gov.cn/jkj/s7915/202202/6ad091676c084a9aaa3741217e94c964.shtml,159263000
China,01/2022,http://www.nhc.gov.cn/xcs/s3574/202201/409500ce44a24ce9a6512b1e54d9a8e3.shtml,119406000
China,01/2022,http://www.nhc.gov.cn/xcs/s3574/202201/4a4c7b6faa5149c3b4b950af35715824.shtml,46503000
China,01/2022,http://www.nhc.gov.cn/xcs/s3574/202201/6b8ac0fcb1f74abe901032877a72c839.shtml,152893000
China,01/2022,http://www.nhc.gov.cn/xcs/s3574/202201/956b9a4d566546d7966d5cf93641bd2a.shtml,87712000
China,01/2022,https://www.chinanews.com.cn/gn/2022/01-06/9645782.shtml,38724000
India,01/2022,https://dashboard.cowin.gov.in/,210716236
Ireland,01/2022,https://covid19ireland-geohive.hub.arcgis.com/,595338
United States,01/2022,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,28591501
China,02/2022,http://www.nhc.gov.cn/jkj/s7915/202202/03f98e7cd6c248a1bb536c9780ddadc8.shtml,103876000
China,02/2022,http://www.nhc.gov.cn/jkj/s7915/202202/09d99074a32b48b997eca7ae6c571253.shtml,86828000
China,02/2022,http://www.nhc.gov.cn/jkj/s7915/202202/0ce66c7071a247368e014d3afca56a18.shtml,48803000
China,02/2022,http://www.nhc.gov.cn/jkj/s7915/202202/174768886a414f0baa2a79ae94c56a7e.shtml,2719000
China,02/2022,http://www.nhc.gov.cn/jkj/s7915/202202/185174bf8da4447699ce118b50736cfa.shtml,110402000
China,02/2022,http://www.nhc.gov.cn/jkj/s7915/202202/1cb48014b4cd41ff87588ac4d976d955.shtml,31704000
China,02/2022,http://www.nhc.gov.cn/jkj/s7915/202202/25865d5a079f4fcaa413c2395804fe3f.shtml,92425000
China,02/2022,http://www.nhc.gov.cn/jkj/s7915/202202/41d5c8e8dc224260a50f23a628d765a5.shtml,97883000
China,02/2022,http://www.nhc.gov.cn/jkj/s7915/202202/4d3548192ea84f9485aec4b1565c66d4.shtml,38823000
China,02/2022,http://www.nhc.gov.cn/jkj/s7915/202202/5a56a1e0809a41748d6890f6e9539c18.shtml,5012000
China,02/2022,http://www.nhc.gov.cn/jkj/s7915/202202/6066259e4f1c40b3a285ae3c78035784.shtml,126234000
China,02/2022,http://www.nhc.gov.cn/jkj/s7915/202202/6564cf2132254ab0b1ec82d94e33a4f3.shtml,65507000
China,02/2022,http://www.nhc.gov.cn/jkj/s7915/202202/6f73d81cb71d4557a735d291fcf4232c.shtml,6797000
China,02/2022,http://www.nhc.gov.cn/jkj/s7915/202202/79ad8acd3fa849a18a4ad69a93880b45.shtml,3009000
China,02/2022,http://www.nhc.gov.cn/jkj/s7915/202202/844e234c140245f396a4f6c720c524fa.shtml,18266000
China,02/2022,http://www.nhc.gov.cn/jkj/s7915/202202/87b09a23d5be4a27850b48cae6e45694.shtml,121780000
China,02/2022,http://www.nhc.gov.cn/jkj/s7915/202202/8fdc7d236a4e45029bb54d127af35940.shtml,8978000
China,02/2022,http://www.nhc.gov.cn/jkj/s7915/202202/91805fa0c30e4627961dfce0c7e2d2eb.shtml,71735000
China,02/2022,http://www.nhc.gov.cn/jkj/s7915/202202/b7c09bbe69da4fcfa4576fa6874dca99.shtml,3740000
China,02/2022,http://www.nhc.gov.cn/jkj/s7915/202202/bc40c4306ef4426e9073de9dc936a97c.shtml,44492000
China,02/2022,http://www.nhc.gov.cn/jkj/s7915/202202/c683a07208114ddcabfbd385cebd4b69.shtml,24762000
China,02/2022,http://www.nhc.gov.cn/jkj/s7915/202202/dd81fb1aa3404d42826e72635c95b10b.shtml,59113000
China,02/2022,http://www.nhc.gov.cn/jkj/s7915/202202/dde371bf12ed47beb4bbc3fdcbe179a7.shtml,82904000
China,02/2022,http://www.nhc.gov.cn/jkj/s7915/202202/e419d2282f5743f99e6b004abf432d7b.shtml,54551000
China,02/2022,http://www.nhc.gov.cn/jkj/s7915/202203/6863dc607b8b4c5c9164daf198bd509e.shtml,131961000
China,02/2022,http://www.nhc.gov.cn/xcs/s3574/202202/88e8d8419cc849838f17a13106464b93.shtml,12785000
China,02/2022,http://www.nhc.gov.cn/xcs/s3574/202202/8f49f6627a6540ce87511ac708ea7ad9.shtml,116738000
China,02/2022,http://www.nhc.gov.cn/xcs/s3574/202202/dcf93cbd72574c5295dcf4a546451064.shtml,77868000
Faeroe Islands,02/2022,https://corona.fo/api,868
India,02/2022,https://dashboard.cowin.gov.in/,124717363
Ireland,02/2022,https://covid19ireland-geohive.hub.arcgis.com/,220220
United States,02/2022,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,12125460
China,03/2022,http://www.nhc.gov.cn/jkj/s7915/202203/07114fb7a5004436989e8b616128a413.shtml,16821000
China,03/2022,http://www.nhc.gov.cn/jkj/s7915/202203/0efc26837ba249348cbb29e3cfc6213e.shtml,112026000
China,03/2022,http://www.nhc.gov.cn/jkj/s7915/202203/2ef60393c7f241b08a147e62501c5680.shtml,115814000
China,03/2022,http://www.nhc.gov.cn/jkj/s7915/202203/49113fa4fc364e67a07a9d3a0a9b476c.shtml,11409000
China,03/2022,http://www.nhc.gov.cn/jkj/s7915/202203/4cbfde9d2d9d41ae814e1bca7b337a76.shtml,39386000
